8	5.47701	4.57499	0.0932288	0.121215	-1.14747	6.57195	-1.91048	3.70864	1.11	0.3	-0.608761
8	4.3403	0.543245	0.0738799	0.0741903	-0.063572	0.730597	-0.856855	0.397176	1.11	0.3	0.991445
8	4.17356	0.258182	0.0710418	0.0709202	-0.205742	0.361396	-0.925686	0.202102	1.11	0.3	0.92388
8	4.23655	0.295696	0.0721139	0.0720283	-0.709182	0.412741	-0.855986	0.191754	1.11	0.3	0.793353
8	4.86027	0.567408	0.0827307	0.0829944	-0.12732	0.884989	-1.13332	0.506998	1.11	0.3	0.608761
8	3.66408	0.428643	0.0623694	0.0625699	-1.20889	0.546218	-1.45008	0.312446	1.11	0.3	0.382683
8	3.63897	0.360718	0.061942	0.0620218	-1.33862	0.483151	-0.844343	0.241423	1.11	0.3	0.130526
8	4.28719	0.711337	0.072976	0.0737124	-0.419227	0.840651	-0.0541652	0.653655	1.11	0.3	-0.130526
8	6.79488	1.61997	0.115661	0.118495	0.669173	1.80145	0.67433	1.66539	1.11	0.3	-0.382683
8	9.26575	3.79464	0.163932	0.161382	0.727276	4.91788	-1.64266	2.44468	1.13	0.3	-0.608761
8	6.37374	0.516916	0.112766	0.101363	-0.470302	0.744596	-0.469051	0.359172	1.13	0.3	0.991445
8	5.8887	0.266243	0.104184	0.0933862	-0.102388	0.384871	-1.15754	0.204909	1.13	0.3	0.92388
8	5.92447	0.567504	0.104817	0.0943696	-1.00907	0.598609	-1.49093	0.268904	1.13	0.3	0.793353
8	5.23822	0.351163	0.0926758	0.0831972	-1.44681	0.465156	-1.64252	0.235408	1.13	0.3	0.608761
8	5.33761	0.349829	0.0944342	0.0847653	-1.87091	0.500314	-1.62012	0.257114	1.13	0.3	0.382683
8	5.18191	0.334727	0.0916796	0.0822864	-2.22046	0.487157	-1.25628	0.249878	1.13	0.3	0.130526
8	5.50402	0.437501	0.0973784	0.0875177	-2.24868	0.666441	-0.916737	0.43649	1.13	0.3	-0.130526
8	6.29419	0.604505	0.111358	0.100262	-2.48505	0.780167	-1.65681	0.432378	1.13	0.3	-0.382683
8	7.96803	0.549596	0.148359	0.127157	-3.65268	0.971745	-0.761588	0.487864	1.15	0.3	-0.608761
8	8.42547	0.63748	0.156876	0.134546	-1.30632	0.915983	-0.910139	0.420985	1.15	0.3	0.991445
8	6.52318	0.268021	0.121457	0.103882	-0.164198	0.408121	-1.20725	0.202355	1.15	0.3	0.92388
8	6.97548	0.551387	0.129878	0.111431	-2.82889	0.72869	-1.56516	0.266814	1.15	0.3	0.793353
8	6.46405	0.472817	0.120356	0.103198	-2.11469	0.694086	-2.51953	0.373463	1.15	0.3	0.608761
8	7.32112	0.40831	0.136314	0.116702	-2.57683	0.575387	-2.08475	0.303759	1.15	0.3	0.382683
8	7.61264	0.392318	0.141742	0.121312	-3.22917	0.632935	-1.60076	0.348504	1.15	0.3	0.130526
8	7.37258	0.467774	0.137272	0.117596	-3.8425	0.754391	-1.34308	0.442255	1.15	0.3	-0.130526
8	7.58766	0.430287	0.141277	0.12096	-3.14621	0.639939	-0.604976	0.293939	1.15	0.3	-0.382683
8	10.6283	0.600051	0.222118	0.172475	-2.1407	1.00096	-1.52286	0.588513	1.17	0.3	-0.608761
8	6.89098	7.02642	0.144012	0.184396	-7.0408	13.8811	3.78665	10.4587	1.17	0.3	-0.793353
8	7.64286	0.479632	0.159726	0.124104	0.203646	0.732044	-0.357011	0.356056	1.17	0.3	0.991445
8	7.53995	0.30391	0.157575	0.122198	-0.915834	0.443515	-1.71946	0.225216	1.17	0.3	0.92388
8	7.79792	0.43759	0.162966	0.126539	-0.646807	0.648766	-2.91111	0.32559	1.17	0.3	0.793353
8	9.29987	0.545072	0.194355	0.150947	-3.80558	0.82095	-3.19098	0.425391	1.17	0.3	0.608761
8	10.2405	0.520069	0.214013	0.166097	-5.16162	0.77188	-2.31471	0.377714	1.17	0.3	0.382683
8	10.9839	0.551812	0.229549	0.178146	-4.5869	0.931706	-1.14686	0.55434	1.17	0.3	0.130526
8	10.3362	0.487637	0.216014	0.167601	-5.64717	0.799882	-1.49052	0.387279	1.17	0.3	-0.130526
8	10.6551	0.417553	0.222679	0.172673	-4.89025	0.674767	-0.676555	0.280509	1.17	0.3	-0.382683
8	12.6767	0.600084	0.353976	0.214416	-4.99837	1.06782	0.369883	0.461765	1.19	0.3	-0.608761
8	14.8366	10.0109	0.414289	0.375143	-1.01887	6.2432	-1.81841	7.33719	1.19	0.3	-0.793353
8	10.7237	0.722413	0.299443	0.181951	0.0387993	0.978766	0.0961079	0.493492	1.19	0.3	0.991445
8	9.47614	0.366459	0.264606	0.160119	-0.804105	0.588739	-2.40407	0.296858	1.19	0.3	0.92388
8	11.7043	0.600171	0.326823	0.198073	-5.49568	0.999107	-3.34315	0.485188	1.19	0.3	0.608761
8	13.505	0.603095	0.377104	0.228349	-6.66087	0.950165	-2.8698	0.464114	1.19	0.3	0.382683
8	14.3883	0.64086	0.401771	0.243282	-7.66464	1.06763	-2.01212	0.553384	1.19	0.3	0.130526
8	15.2691	0.500669	0.426366	0.257855	-7.36045	0.770585	-1.02895	0.339378	1.19	0.3	-0.130526
8	13.8777	0.475933	0.387512	0.23439	-6.86904	0.7356	-0.431817	0.308783	1.19	0.3	-0.382683
8	14.5998	0.638306	0.695708	0.273897	-5.30404	1.17023	0.0394029	0.58885	1.21	0.3	-0.608761
8	16.2492	11.2907	0.774306	0.617454	-1.37511	6.37692	-3.27492	7.83423	1.21	0.3	-0.793353
8	13.5776	0.709411	0.647	0.255392	0.814066	1.17576	-0.205115	0.62286	1.21	0.3	0.991445
8	13.1781	0.606451	0.627964	0.24739	-0.657193	0.897267	-1.51943	0.538986	1.21	0.3	0.92388
8	13.3977	0.747427	0.638427	0.252317	-3.01244	1.12198	-3.5472	0.617424	1.21	0.3	0.793353
8	14.4546	0.667793	0.688789	0.271368	-6.23039	1.1627	-3.14238	0.609894	1.21	0.3	0.608761
8	16.9734	0.744352	0.808815	0.318438	-7.90172	1.22239	-2.7338	0.635095	1.21	0.3	0.382683
8	17.213	0.741503	0.820235	0.322864	-9.72234	1.32879	-1.49166	0.71003	1.21	0.3	0.130526
8	16.8681	0.535439	0.8038	0.315528	-8.64751	0.832479	-0.620496	0.3493	1.21	0.3	-0.130526
8	15.5036	0.499999	0.738776	0.290033	-8.25743	0.773684	-0.40659	0.316111	1.21	0.3	-0.382683
8	10.8959	0.469615	0.92626	0.240057	-4.50923	0.873892	0.272411	0.410737	1.23	0.3	-0.608761
